email_date,email_from,email_subject,invoice_number,invoice_date,due_date,vendor_name,vendor_tax_id,customer_name,total_amount,currency,tax_amount,items_summary,attachment_file,status
23 Oct 2025 20:01:58 +0300,Компьютеры Grand Advance <alex@grandadvance.co.il>,Новый заказ с веб-сайта №67906,,23.10.2025,,</td>,511285272,,,ILS,,,,body_parsed
"Thu, 26 Jun 2025 06:45:53 +0000",Jacob <jacob@morlevi.co.il>,NextERP: חשבונית מס      No 16/019001  : מיי מאסטר סרגיי,16/019001,,,,,,,ILS,,,Doc_NextERPNo16019001_0001.pdf,attachment_saved
2 Nov 2024 21:19:55 +0200,Компьютеры Grand Advance <alex@grandadvance.co.il>,Новый заказ с веб-сайта №64744,,02.11.2024,,</td>,511285272,,,ILS,,,,body_parsed
13 Oct 2024 10:47:47 +0300,Компьютеры Grand Advance <alex@grandadvance.co.il>,Новый заказ с веб-сайта №64604,,13.10.2024,,</td>,511285272,,,ILS,,,,body_parsed
"Sun, 1 Sep 2024 05:59:59 +0000",Jacob <jacob@morlevi.co.il>,NextERP: חשבונית מס      No 16/025405  : מיי מאסטר סרגיי,16/025405,,,,,,,ILS,,,Doc_NextERPNo16025405_0001.pdf,attachment_saved
"Sun, 14 Apr 2024 05:25:17 +0000",משה מכירות מור לוי <moshe@morlevi.co.il>,NextERP: חשבונית מס      No 16/011793  : מיי מאסטר סרגיי,16/011793,,,,,,,ILS,,,image001.png,attachment_saved
"Sun, 14 Apr 2024 05:25:17 +0000",משה מכירות מור לוי <moshe@morlevi.co.il>,NextERP: חשבונית מס      No 16/011793  : מיי מאסטר סרגיי,16/011793,,,,,,,ILS,,,Doc_NextERPNo16011793_0001.pdf,attachment_saved
"Sun, 7 Apr 2024 07:51:40 +0000",משה מכירות מור לוי <moshe@morlevi.co.il>,NextERP: חשבונית מס      No 16/011140  : מיי מאסטר סרגיי,16/011140,,,,,,,ILS,,,image001.png,attachment_saved
"Sun, 7 Apr 2024 07:51:40 +0000",משה מכירות מור לוי <moshe@morlevi.co.il>,NextERP: חשבונית מס      No 16/011140  : מיי מאסטר סרגיי,16/011140,,,,,,,ILS,,,Doc_NextERPNo16011140_0001.pdf,attachment_saved
26 Feb 2024 18:35:05 +0200,Компьютеры Grand Advance <promo@grandadvance.co.il>,Новый заказ с веб-сайта №62937,,26/02/2024,,,,,,ILS,,,,body_parsed
"Wed, 13 Sep 2023 16:35:36 +0000 (UTC)",office@B-Tech.co.il,תודה לך על הזמנתך,,,,,322186990,,,ILS,,,,body_parsed
"Tue, 29 Aug 2023 05:30:51 +0000",משה מכירות מור לוי <moshe@morlevi.co.il>,NextERP: חשבונית מס      No 16/060223  : מיי מאסטר סרגיי,16/060223,,,,,,,ILS,,,image001.png,attachment_saved
"Tue, 29 Aug 2023 05:30:51 +0000",משה מכירות מור לוי <moshe@morlevi.co.il>,NextERP: חשבונית מס      No 16/060223  : מיי מאסטר סרגיי,16/060223,,,,,,,ILS,,,Doc_NextERPNo16060223_0001.pdf,attachment_saved
"Thu, 4 May 2023 08:45:17 +0000",Yoram - MorLeviLtd <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/047982  : מיי מאסטר סרגיי,16/047982,,,,,,,ILS,,,Doc_NextERPNo16047982_0001.pdf,attachment_saved
"Mon, 03 Apr 2023 16:22:33 +0000",Davidka BenAvraham (через Google Формы) <drive-shares-dm-noreply@google.com>,"Вам предоставили доступ к форме ""Оставьте данные для связи""",,,,,,,,USD,,,,body_parsed
"Sun, 29 Jan 2023 10:46:58 +0000",Yoram - MorLeviLtd <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/039165  : מיי מאסטר סרגיי,16/039165,,,,,,,ILS,,,Doc_NextERPNo16039165_0001.pdf,attachment_saved
"Tue, 22 Nov 2022 06:37:27 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/030837  : מיי מאסטר סרגיי,16/030837,,,,,,,ILS,,,image001.png,attachment_saved
"Tue, 22 Nov 2022 06:37:27 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/030837  : מיי מאסטר סרגיי,16/030837,,,,,,,ILS,,,Doc_NextERPNo16030837_0001.pdf,attachment_saved
"Mon, 21 Nov 2022 07:32:31 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/030666  : מיי מאסטר סרגיי,16/030666,,,,,,,ILS,,,image001.png,attachment_saved
"Mon, 21 Nov 2022 07:32:31 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/030666  : מיי מאסטר סרגיי,16/030666,,,,,,,ILS,,,Doc_NextERPNo16030666_0001.pdf,attachment_saved
"Thu, 17 Nov 2022 11:55:46 +0000",Yoram - MorLeviLtd <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/030406  : מיי מאסטר סרגיי,16/030406,,,,,,,ILS,,,Doc_NextERPNo16030406_0001.pdf,attachment_saved
"Wed, 9 Nov 2022 09:45:32 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/029314  : מיי מאסטר סרגיי,16/029314,,,,,,,ILS,,,image001.png,attachment_saved
"Wed, 9 Nov 2022 09:45:32 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/029314  : מיי מאסטר סרגיי,16/029314,,,,,,,ILS,,,Doc_NextERPNo16029314_0001.pdf,attachment_saved
"Wed, 9 Nov 2022 09:11:18 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/029306  : מיי מאסטר סרגיי,16/029306,,,,,,,ILS,,,image001.png,attachment_saved
"Wed, 9 Nov 2022 09:11:18 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/029306  : מיי מאסטר סרגיי,16/029306,,,,,,,ILS,,,Doc_NextERPNo16029306_0001.pdf,attachment_saved
"Wed, 9 Nov 2022 07:09:22 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/029267  : מיי מאסטר סרגיי,16/029267,,,,,,,ILS,,,image001.png,attachment_saved
"Wed, 9 Nov 2022 07:09:22 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/029267  : מיי מאסטר סרגיי,16/029267,,,,,,,ILS,,,Doc_NextERPNo16029267_0001.pdf,attachment_saved
"Sun, 6 Nov 2022 06:51:37 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/028716  : מיי מאסטר סרגיי,16/028716,,,,,,,ILS,,,image001.png,attachment_saved
"Sun, 6 Nov 2022 06:51:37 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/028716  : מיי מאסטר סרגיי,16/028716,,,,,,,ILS,,,Doc_NextERPNo16028716_0001.pdf,attachment_saved
"Thu, 3 Nov 2022 13:52:32 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/028685  : מיי מאסטר סרגיי,16/028685,,,,,,,ILS,,,image001.png,attachment_saved
"Thu, 3 Nov 2022 13:52:32 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/028685  : מיי מאסטר סרגיי,16/028685,,,,,,,ILS,,,Doc_NextERPNo16028685_0001.pdf,attachment_saved
"Mon, 31 Oct 2022 11:26:29 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/028277  : מיי מאסטר סרגיי,16/028277,,,,,,,ILS,,,image001.png,attachment_saved
"Mon, 31 Oct 2022 11:26:29 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/028277  : מיי מאסטר סרגיי,16/028277,,,,,,,ILS,,,Doc_NextERPNo16028277_0001.pdf,attachment_saved
"Sun, 23 Oct 2022 11:48:18 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/027190  : מיי מאסטר סרגיי,16/027190,,,,,,,ILS,,,image001.png,attachment_saved
"Sun, 23 Oct 2022 11:48:18 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/027190  : מיי מאסטר סרגיי,16/027190,,,,,,,ILS,,,Doc_NextERPNo16027190_0001.pdf,attachment_saved
"Sun, 23 Oct 2022 05:51:25 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/027043  : מיי מאסטר סרגיי,16/027043,,,,,,,ILS,,,image001.png,attachment_saved
"Sun, 23 Oct 2022 05:51:25 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/027043  : מיי מאסטר סרגיי,16/027043,,,,,,,ILS,,,Doc_NextERPNo16027043_0001.pdf,attachment_saved
"Wed, 12 Oct 2022 06:03:50 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/026210  : מיי מאסטר סרגיי,16/026210,,,,,,,ILS,,,image001.png,attachment_saved
"Wed, 12 Oct 2022 06:03:50 +0000",Pavel <pavel@morlevi.co.il>,NextERP: חשבונית מס      No 16/026210  : מיי מאסטר סרגיי,16/026210,,,,,,,ILS,,,Doc_NextERPNo16026210_0001.pdf,attachment_saved
"Sun, 2 Oct 2022 06:43:40 +0000",Yoram - MorLeviLtd <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/025535  : מיי מאסטר סרגיי,16/025535,,,,,,,ILS,,,Doc_NextERPNo16025535_0001.pdf,attachment_saved
"Wed, 14 Sep 2022 10:50:58 +0000",Zipi - Sales Dept MorLevi <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/024189  : מיי מאסטר סרגיי,16/024189,,,,,,,ILS,,,Doc_NextERPNo16024189_0001.pdf,attachment_saved
"Mon, 15 Aug 2022 09:17:56 +0000",Zipi - Sales Dept MorLevi <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/020802  : מיי מאסטר סרגיי,16/020802,,,,,,,ILS,,,Doc_NextERPNo16020802_0001.pdf,attachment_saved
"Mon, 6 Jun 2022 08:40:00 +0000",Zipi - Sales Dept MorLevi <zipi@morlevi.co.il>,NextERP: חשבונית מס      No 16/013872  : סרגיי קזרינוב MY MASTER S,16/013872,,,,,,,ILS,,,Doc_NextERPNo16013872MYMASTERS_0001.pdf,attachment_saved
"Mon, 11 Apr 2022 11:18:14 +0000",Micky <micky@morlevi.co.il>,NextERP: חשבונית מס      My master Sergey :  No 16/009351,My,,,,,,,ILS,,,image001.png,attachment_saved
"Mon, 11 Apr 2022 11:18:14 +0000",Micky <micky@morlevi.co.il>,NextERP: חשבונית מס      My master Sergey :  No 16/009351,My,,,,,,,ILS,,,Doc_NextERPMymasterSergeyNo16009351_0001.pdf,attachment_saved
